catch_ID,session_ID,month,day,year,island_code,subisland_code,site_code,lat,long,capture_time,release_time,species,band_no,recapture,band_replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
19950622_SBI_ESP_20,19950622_SBI_ESP,6,22,1995,SBI,SBI,ESP,33.482528,-119.041599,6/23/1995 0:42,ND,ASSP,111-112769,N,N,N,3,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19950624_SBI_ESP_03,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/24/1995 23:00,ND,ASSP,111-112775,N,N,N,0,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19950626_SBI_ESP_03,19950626_SBI_ESP,6,26,1995,SBI,SBI,ESP,33.482528,-119.041599,6/26/1995 23:32,ND,ASSP,111-112794,N,N,N,0,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19950803_SBI_WP_06,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:31,ND,ASSP,111-112809,N,N,N,3,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19950803_SBI_WP_09,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:50,ND,ASSP,111-112812,N,N,N,3,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19950804_SBI_ESP_04,19950804_SBI_ESP,8,4,1995,SBI,SBI,ESP,33.482528,-119.041599,8/5/1995 0:15,ND,ASSP,111-112824,N,N,N,0,ND,ND,ND,ND,ND,ND,133,ND,ND,ND,N,NA
19960606_SBI_AP_16,19960606_SBI_AP,6,6,1996,SBI,SBI,AP,33.487622,-119.028535,6/7/1996 0:13,ND,ASSP,111-112858,N,N,N,PD,ND,ND,ND,ND,ND,ND,133,ND,ND,JR,N,NA
19960618_SBI_ESP_02,19960618_SBI_ESP,6,18,1996,SBI,SBI,ESP,33.482528,-119.041599,6/18/1996 23:04,ND,ASSP,1401-57411,N,N,N,D,ND,ND,ND,ND,ND,ND,133,ND,ND,JR,N,NA
19960720_SBI_WCliffs_16,19960720_SBI_WCliffs,7,20,1996,SBI,SBI,WCliffs,33.477633,-119.042881,7/21/1996 0:06,ND,ASSP,1401-57482,N,N,N,D,ND,ND,ND,ND,ND,ND,133,ND,ND,"JR, SW",N,NA
19960720_SBI_WCliffs_22,19960720_SBI_WCliffs,7,20,1996,SBI,SBI,WCliffs,33.477633,-119.042881,7/21/1996 1:16,ND,ASSP,1401-57488,N,N,N,D,ND,ND,ND,ND,ND,ND,133,ND,ND,"JR, SW",N,NA
19960720_SBI_WCliffs_26,19960720_SBI_WCliffs,7,20,1996,SBI,SBI,WCliffs,33.477633,-119.042881,7/21/1996 1:28,ND,ASSP,1401-57490,N,N,N,D,ND,ND,ND,ND,ND,ND,133,ND,ND,"JR, SW",N,NA
19990521_SBI_ESP_24,19990521_SBI_ESP,5,21,1999,SBI,SBI,ESP,33.482528,-119.041599,5/22/1999 1:56,ND,ASSP,1401-55775,N,N,N,B,ND,ND,ND,ND,ND,ND,133,ND,ND,SW,N,NA
19990610_SBI_AP_09,19990610_SBI_AP,6,10,1999,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 0:17,ND,ASSP,1401-55784,N,N,N,B,ND,ND,ND,ND,ND,ND,133,ND,ND,SW,N,NA
19990610_SBI_AP_11,19990610_SBI_AP,6,10,1999,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 0:37,ND,ASSP,1401-55786,N,N,N,D,ND,ND,ND,ND,ND,ND,133,ND,ND,SW,N,NA
20070618_SMI_PI1_23,20070618_SMI_PI1,6,18,2007,SMI,PI,PI1,34.056323,-120.332024,6/18/2007 23:30,ND,ASSP,1971-02298,N,N,N,0,62,29,33,ND,ND,ND,133,ND,ND,JA,N,NA
20060601_SCI_SR1_50,20060601_SCI_SR1,6,1,2006,SCI,SR,SR1,34.047666,-119.547674,6/2/2005 1:45,ND,ASSP,4501-95569,N,N,N,4.5,59,26,33,ND,ND,ND,133,ND,N,JA,N,NA
20050708_SBI_ESP_28,20050708_SBI_ESP,7,8,2005,SBI,SBI,ESP,33.482528,-119.041599,7/9/2005 0:15,ND,ASSP,1971-01981,N,N,N,4,56,21,35,ND,ND,ND,133,ND,ND,HMN,N,NA
20150712_SMI_PI1_04,20150712_SMI_PI1,7,12,2015,SMI,PI,PI1,34.056323,-120.332024,7/12/2015 21:40,ND,ASSP,1971-02385,N,N,N,0,62,26,36,15.3,37.1,23.8,133,ND,ND,ND,N,NA
20150712_SMI_PI1_07,20150712_SMI_PI1,7,12,2015,SMI,PI,PI1,34.056323,-120.332024,7/12/2015 21:58,ND,ASSP,1971-02387,N,N,N,3,56,22,34,14.1,37,23.9,133,ND,ND,ND,N,WING FEATHERS FRAYED
20150714_SMI_PI1_08,20150714_SMI_PI1,7,14,2015,SMI,PI,PI1,34.056323,-120.332024,7/14/2015 22:25,ND,ASSP,1971-02424,N,N,N,0,56,22,34,15,38.8,23.1,133,ND,ND,ND,N,PUKED IN NET
20090514_SBI_ESP_04,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/14/2009 22:47,ND,ASSP,4501-41209,N,N,N,0,62,27,35,14.7,ND,24.5,133,ND,ND,"HRC, CEH",N,NA
20110701_SBI_SRO_04,20110701_SBI_SRO,7,1,2011,SBI,SBI,SRO,33.484214,-119.034674,7/1/2011 23:45,ND,ASSP,4501-41388,N,N,N,0,32,0,32,14.7,ND,22.9,133,ND,ND,"SAA, KWB",N,NA
20110729_SBI_ESP_02,20110729_SBI_ESP,7,29,2011,SBI,SBI,ESP,33.482528,-119.041599,7/29/2011 23:21,7/29/2011 23:33,ASSP,4501-41444,N,N,N,0,37,0,37,15.2,ND,23.89,133,ND,ND,"MEJ, AAY, KWB, SAA",N,NA
20140704_SBI_ESP_09,20140704_SBI_ESP,7,4,2014,SBI,SBI,ESP,33.482528,-119.041599,7/4/2014 22:35,7/4/2014 22:37,ASSP,4501-41648,N,N,N,5,35,0,35,13.9,ND,24,133,ND,ND,"JAH, MGB",N,NA
20140704_SBI_ESP_36,20140704_SBI_ESP,7,4,2014,SBI,SBI,ESP,33.482528,-119.041599,7/5/2014 0:49,7/5/2014 0:51,ASSP,4501-41674,N,N,N,4,35,0,35,14.1,ND,25.1,133,ND,ND,"JAH, MGB",N,NA
20140705_SBI_AP_17,20140705_SBI_AP,7,5,2014,SBI,SBI,AP,33.487622,-119.028535,7/6/2014 0:06,7/6/2014 0:10,ASSP,4501-41692,N,N,N,5,32,0,32,14.4,ND,23.7,133,ND,ND,"JAH, MGB",N,NA
20060727_SCI_SR1_18,20060727_SCI_SR1,7,27,2006,SCI,SR,SR1,34.047666,-119.547674,7/27/2006 23:44,ND,ASSP,1971-02116,N,N,N,0,50,20,30,ND,ND,ND,133,ND,N,JA,N,NA
20140716_SBI_ESP_12,20140716_SBI_ESP,7,16,2014,SBI,SBI,ESP,33.482528,-119.041599,7/16/2014 23:44,7/16/2014 23:55,ASSP,4501-41488,N,N,N,3,32,0,32,13.9,ND,23.3,133,ND,ND,"EWW, NBH, CAC, JAH, MGB",N,NA
20140720_SBI_AP_41,20140720_SBI_AP,7,20,2014,SBI,SBI,AP,33.487622,-119.028535,7/21/2014 3:35,7/21/2014 3:40,ASSP,4501-41164,N,N,N,3,31,0,31,13.8,ND,23.5,133,ND,ND,"EWW, GRK",N,NA
20150811_SMI_PI1_05,20150811_SMI_PI1,8,11,2015,SMI,PI,PI1,34.056323,-120.332024,8/11/2015 22:42,ND,ASSP,1971-02457,N,N,N,0,50,19,31,13.9,36.95,22.75,133,ND,ND,ND,N,RAGGED PLUMAGE. PUKED. BAND OVERLAPPED - COULDN'T FIX.
20180711_SCI_SR1_20,20180711_SCI_SR1,7,11,2018,SCI,SR,SR1,34.047666,-119.547674,7/12/2018 0:57,7/12/2018 1:05,ASSP,2461-05667,N,N,N,0,34,0,34,13.7,36.3,22.2,133,ND,ND,JAH,N,NA
20180712_SCI_SR1_08,20180712_SCI_SR1,7,12,2018,SCI,SR,SR1,34.047666,-119.547674,7/13/2018 0:19,7/13/2018 0:27,ASSP,2461-05680,N,N,N,0,31,0,31,14.4,37.3,25.2,133,ND,ND,JAH,N,NA
20150809_SBI_ESP_04,20150809_SBI_ESP,8,9,2015,SBI,SBI,ESP,33.482528,-119.041599,8/9/2015 22:41,8/9/2015 22:48,ASSP,1971-02715,N,N,N,0,31,0,31,14.2,35.3,23,133,ND,ND,"JAH, MGB",N,NA
20160601_SBI_AP_10,20160601_SBI_AP,6,1,2016,SBI,SBI,AP,33.487622,-119.028535,6/1/2016 23:27,6/1/2016 23:37,ASSP,4501-41978,N,N,N,0,33,0,33,14.5,37.6,22.2,133,ND,ND,"JAH, AJB",N,NA
20180612_SMI_PI1_04,20180612_SMI_PI1,6,12,2018,SMI,PI,PI1,34.056323,-120.332024,6/12/2018 21:48,ND,ASSP,1971-02973,N,N,N,0,57,22,35,15.1,40.1,24.5,133,ND,ND,"EK, JA",N,NA
20160706_SBI_AP_06,20160706_SBI_AP,7,6,2016,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 21:37,7/6/2016 22:12,ASSP,4501-41997,Y,N,N,0,32,0,32,15.8,39.4,25.9,133,ND,ND,"JAH, AJD",N,NA
20180611_SCI_SR1_01,20180611_SCI_SR1,6,11,2018,SCI,SR,SR1,34.047666,-119.547674,6/11/2018 21:40,6/11/2018 21:46,ASSP,7901-17264,Y,N,N,0,35,0,35,14,37,21,133,ND,ND,"JOV, PTL, AJD",N,NA
20180611_SCI_SR1_19,20180611_SCI_SR1,6,11,2018,SCI,SR,SR1,34.047666,-119.547674,6/11/2018 23:39,6/11/2018 23:47,ASSP,7901-17287,N,N,N,1,33,0,33,14.4,36.3,22.4,133,ND,ND,"JOV, PTL, AJD",N,NA
20160803_SBI_AP_08,20160803_SBI_AP,8,3,2016,SBI,SBI,AP,33.487622,-119.028535,8/3/2016 23:33,8/3/2016 23:39,ASSP,7901-17232,N,N,N,0,32,0,32,12.9,36.8,24.8,133,ND,ND,"AAY, PTL",N,NA
20150716_SCI_SR1_03,20150716_SCI_SR1,7,16,2015,SCI,SR,SR1,34.047666,-119.547674,7/16/2015 22:13,7/16/2015 22:22,ASSP,4501-41903,N,N,N,3,34,0,34,15.3,38.1,23.1,133,ND,ND,"DMM, JAH, MGB, CAC",N,NA
20180512_SBI_AP_19,20180512_SBI_AP,5,12,2018,SBI,SBI,AP,33.487622,-119.028535,5/12/2018 23:52,5/12/2018 23:57,ASSP,1971-02885,N,N,N,3,37,0,37,14.3,38.9,23.3,133,ND,ND,"JAH, JOV",N,NA
20180809_SMI_PI1_08,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 21:17,8/9/2018 21:26,ASSP,1971-03049,N,N,N,0,33,0,33,14.4,38.8,23.4,133,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_34,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/9/2018 23:57,8/10/2018 0:04,ASSP,1971-03119,N,N,N,4,34,0,34,14.2,37.6,23.1,133,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20180809_SMI_PI1_40,20180809_SMI_PI1,8,9,2018,SMI,PI,PI1,34.056323,-120.332024,8/10/2018 1:10,8/10/2018 1:15,ASSP,1971-03123,N,N,N,4,36,0,36,13.9,37.8,22.4,133,ND,ND,"AJD, JAH",N,100g pesola tared to bag weight
20150716_SCI_SR1_21,20150716_SCI_SR1,7,16,2015,SCI,SR,SR1,34.047666,-119.547674,7/17/2015 1:51,7/17/2015 1:57,ASSP,4501-41921,N,N,N,3,35,0,35,14.9,39.5,26.2,133,ND,ND,"DMM, JAH, MGB, CAC",N,NA
20180810_SMI_PI1_09,20180810_SMI_PI1,8,10,2018,SMI,PI,PI1,34.056323,-120.332024,8/10/2018 22:08,8/10/2018 22:14,ASSP,1971-03133,N,N,N,0,30,0,30,13.7,37.2,22.7,133,ND,ND,"AJD, JAH",N,NA
20180811_SMI_PI1_01,20180811_SMI_PI1,8,11,2018,SMI,PI,PI1,34.056323,-120.332024,8/11/2018 20:58,8/11/2018 21:05,ASSP,1971-03148,N,N,N,3,35,0,35,14.3,38.4,22.8,133,ND,ND,"AJD, JAH",N,NA
20180706_SBI_ESP_09,20180706_SBI_ESP,7,6,2018,SBI,SBI,ESP,33.482528,-119.041599,7/6/2018 22:33,7/6/2018 22:38,ASSP,2461-03821,N,N,N,3,32,0,32,13.5,37.6,23.5,133,ND,ND,"JOV, JAH",N,NA
20180708_SBI_AP_08,20180708_SBI_AP,7,8,2018,SBI,SBI,AP,33.487622,-119.028535,7/8/2018 22:38,7/8/2018 22:42,ASSP,2461-03867,N,N,N,0,35,0,35,14.3,37.4,23.6,133,ND,ND,"JAH, JOV",N,NA
20180814_SBI_AP_06,20180814_SBI_AP,8,14,2018,SBI,SBI,AP,33.487622,-119.028535,8/15/2018 0:09,8/15/2018 0:15,ASSP,2461-03896,N,N,N,4,34,0,34,14.9,37.8,25.1,133,ND,ND,"JAH, JOV",N,NA
20180815_SBI_ESP_16,20180815_SBI_ESP,8,15,2018,SBI,SBI,ESP,33.482528,-119.041599,8/16/2018 1:55,8/16/2018 2:01,ASSP,2461-03776,N,N,N,0,32,0,32,15.1,38,22.8,133,ND,ND,"JAH, JOV",N,NA
19940502_ANI_EAI_W_02,19940502_ANI_EAI_W,5,2,1994,ANI,EAI,EAI_W,34.016017,-119.359978,5/3/1994 1:38,ND,ASSP,1401-60752,N,N,N,1.5,61,0,61,14.6,ND,23.9,134,ND,ND,"DLW, NJK, JA, SHN",N,NA
19940504_ANI_EAI_N_02,19940504_ANI_EAI_N,5,4,1994,ANI,EAI,EAI_N,34.016411,-119.362333,5/4/1994 22:13,ND,ASSP,1401-60719,N,N,N,0,39,0,39,15.25,ND,27.6,134,ND,ND,"NJK, JA",N,NA
19940712_SBI_ESP_05,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:08,ND,ASSP,1401-55714,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,"JF, PM",N,"Feathers extremely worn, tail ratty, primaries worn a lot too."
19940712_SBI_ESP_14,19940712_SBI_ESP,7,12,1994,SBI,SBI,ESP,33.482528,-119.041599,7/13/1994 0:59,ND,ASSP,1401-55723,N,N,N,2,ND,ND,ND,ND,ND,ND,134,ND,ND,"JF, PM",N,ND
19940809_SBI_WCliffs_06,19940809_SBI_WCliffs,8,9,1994,SBI,SBI,WCliffs,33.477633,-119.042881,8/10/1994 0:51,ND,ASSP,111-112701,N,N,N,4,ND,ND,ND,ND,ND,ND,134,ND,ND,JF,N,NA
19940812_SBI_ESP_06,19940812_SBI_ESP,8,12,1994,SBI,SBI,ESP,33.482528,-119.041599,8/13/1994 1:41,ND,ASSP,111-112711,N,N,N,4,ND,ND,ND,ND,ND,ND,134,ND,ND,JF,N,NA
19950426_SBI_ESP_10,19950426_SBI_ESP,4,26,1995,SBI,SBI,ESP,33.482528,-119.041599,4/26/1995 22:20,ND,ASSP,1401-60882,Y,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,MS,N,NA
19950603_SBI_ESP_01,19950603_SBI_ESP,6,3,1995,SBI,SBI,ESP,33.482528,-119.041599,6/3/1995 23:20,ND,ASSP,111-112736,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950603_SBI_ESP_08,19950603_SBI_ESP,6,3,1995,SBI,SBI,ESP,33.482528,-119.041599,6/4/1995 0:12,ND,ASSP,111-112745,N,N,N,2,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950624_SBI_ESP_04,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/24/1995 23:03,ND,ASSP,111-112773,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950624_SBI_ESP_05,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/24/1995 23:25,ND,ASSP,111-112776,N,N,N,2,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950624_SBI_ESP_12,19950624_SBI_ESP,6,24,1995,SBI,SBI,ESP,33.482528,-119.041599,6/25/1995 0:07,ND,ASSP,111-112783,N,N,N,3,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950626_SBI_ESP_01,19950626_SBI_ESP,6,26,1995,SBI,SBI,ESP,33.482528,-119.041599,6/26/1995 22:58,ND,ASSP,111-112792,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950626_SBI_ESP_11,19950626_SBI_ESP,6,26,1995,SBI,SBI,ESP,33.482528,-119.041599,6/27/1995 1:50,ND,ASSP,111-112801,N,N,N,3,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950803_SBI_WP_07,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:39,ND,ASSP,111-112810,N,N,N,3,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950803_SBI_WP_10,19950803_SBI_WP,8,3,1995,SBI,SBI,WP,33.481075,-119.046301,8/4/1995 0:57,ND,ASSP,111-112813,N,N,N,3,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950804_SBI_ESP_03,19950804_SBI_ESP,8,4,1995,SBI,SBI,ESP,33.482528,-119.041599,8/5/1995 0:05,ND,ASSP,111-112823,N,N,N,1,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950804_SBI_ESP_10,19950804_SBI_ESP,8,4,1995,SBI,SBI,ESP,33.482528,-119.041599,8/5/1995 1:14,ND,ASSP,111-112829,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19950804_SBI_ESP_14,19950804_SBI_ESP,8,4,1995,SBI,SBI,ESP,33.482528,-119.041599,8/5/1995 1:44,ND,ASSP,111-112834,N,N,N,0,ND,ND,ND,ND,ND,ND,134,ND,ND,ND,N,NA
19960606_SBI_AP_24,19960606_SBI_AP,6,6,1996,SBI,SBI,AP,33.487622,-119.028535,6/7/1996 0:49,ND,ASSP,111-112865,N,N,N,D,ND,ND,ND,ND,ND,ND,134,ND,ND,JR,N,NA
19960607_SBI_WCliffs_11,19960607_SBI_WCliffs,6,7,1996,SBI,SBI,WCliffs,33.477633,-119.042881,6/7/1996 23:14,ND,ASSP,111-112882,N,N,N,D,ND,ND,ND,ND,ND,ND,134,ND,ND,JR,N,NA
19960720_SBI_WCliffs_21,19960720_SBI_WCliffs,7,20,1996,SBI,SBI,WCliffs,33.477633,-119.042881,7/21/1996 1:09,ND,ASSP,1401-57487,N,N,N,D,ND,ND,ND,ND,ND,ND,134,ND,ND,"JR, SW",N,NA
19960720_SBI_WCliffs_31,19960720_SBI_WCliffs,7,20,1996,SBI,SBI,WCliffs,33.477633,-119.042881,7/21/1996 1:44,ND,ASSP,1401-57494,N,N,N,D,ND,ND,ND,ND,ND,ND,134,ND,ND,"JR, SW",N,NA
19990610_SBI_AP_07,19990610_SBI_AP,6,10,1999,SBI,SBI,AP,33.487622,-119.028535,6/11/1999 0:11,ND,ASSP,1401-55782,N,N,N,PD,ND,ND,ND,ND,ND,ND,134,ND,ND,SW,N,NA
19990714_SBI_AP_05,19990714_SBI_AP,7,14,1999,SBI,SBI,AP,33.487622,-119.028535,7/14/1999 22:51,ND,ASSP,1401-56188,N,N,N,D,ND,ND,ND,ND,ND,ND,134,ND,ND,SW,N,NA
20140725_SCI_LSH_01,20140725_SCI_LSH,7,25,2014,SCI,SCI,LSH,ND,ND,7/25/2014 21:26,7/25/2014 21:40,ASSP,4501-37824,N,N,N,2,32,0,32,13.8,ND,20.9,134,ND,ND,"DMM, JAH, EWW",N,Took awhile to fly away
20050702_SMI_PI1_16,20050702_SMI_PI1,7,2,2005,SMI,PI,PI1,34.056323,-120.332024,7/3/2005 0:12,ND,ASSP,1971-01624,N,N,N,4.5,61,25,36,ND,ND,ND,134,ND,N,JA,N,NA
20150617_SMI_PI1_03,20150617_SMI_PI1,6,17,2015,SMI,PI,PI1,34.056323,-120.332024,6/17/2015 21:25,ND,ASSP,1971-02318,N,N,N,5,56,20,36,14.95,41.25,23.2,134,ND,ND,ND,N,LUXURIOUS BROOD PATCH
20050801_SBI_AP_21,20050801_SBI_AP,8,1,2005,SBI,SBI,AP,33.487622,-119.028535,8/2/2005 1:07,ND,ASSP,1971-01759,N,N,N,3,50,15,35,ND,ND,ND,134,ND,ND,JA,N,NA
20050801_SBI_AP_23,20050801_SBI_AP,8,1,2005,SBI,SBI,AP,33.487622,-119.028535,8/2/2005 1:41,ND,ASSP,1971-01761,N,N,N,3,49,15,34,ND,ND,ND,134,ND,ND,JA,N,BELLY LOOKS FULL
20060602_SCI_SR1_55,20060602_SCI_SR1,6,2,2006,SCI,SR,SR1,34.047666,-119.547674,6/3/2006 2:01,ND,ASSP,1971-02012,N,N,N,0,63,25,38,ND,ND,ND,134,ND,ND,JA,N,NA
20060603_SCI_SR1_06,20060603_SCI_SR1,6,3,2006,SCI,SR,SR1,34.047666,-119.547674,6/4/2006 1:27,ND,ASSP,1971-02019,N,N,N,3,54,20,34,ND,ND,ND,134,ND,ND,JA,N,NA
20090514_SBI_ESP_05,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/14/2009 22:52,ND,ASSP,4501-41210,N,N,N,0,62,27,35,15.5,ND,23.7,134,ND,ND,"HRC, CEH",N,NA
20090514_SBI_ESP_14,20090514_SBI_ESP,5,14,2009,SBI,SBI,ESP,33.482528,-119.041599,5/15/2009 0:28,ND,ASSP,4501-41219,N,N,N,3,63,27,36,15.1,ND,23.2,134,ND,ND,"HRC, CEH",N,NA
20090624_SBI_ESP_14,20090624_SBI_ESP,6,24,2009,SBI,SBI,ESP,33.482528,-119.041599,6/25/2009 0:20,ND,ASSP,4501-41250,N,N,N,0,57,27,30,13.9,ND,24.7,134,ND,ND,"ALH, CEH, SAA",N,NA
20090726_SBI_SP_06,20090726_SBI_SP,7,26,2009,SBI,SBI,SP,33.471906,-119.041719,7/26/2009 23:51,ND,ASSP,4501-41278,N,N,N,4,60,27,33,14.7,ND,23.4,134,ND,ND,"ALH, CEH, SAA, NAG, EM",N,NA
20110704_SBI_SP_02,20110704_SBI_SP,7,4,2011,SBI,SBI,SP,33.471906,-119.041719,7/4/2011 22:48,7/4/2011 23:04,ASSP,4501-41408,N,N,N,0,36,0,36,13.5,ND,23,134,ND,ND,"SAA, KWB",N,NA
20110704_SBI_SP_06,20110704_SBI_SP,7,4,2011,SBI,SBI,SP,33.471906,-119.041719,7/5/2011 0:57,7/5/2011 1:05,ASSP,4501-41410,N,N,N,0,37,0,37,13.6,ND,23.45,134,ND,ND,"SAA, KWB",N,NA
20110705_SBI_ESP_01,20110705_SBI_ESP,7,5,2011,SBI,SBI,ESP,33.482528,-119.041599,7/5/2011 22:10,7/5/2011 22:20,ASSP,4501-41411,N,N,N,0,35,0,35,13.85,ND,22.5,134,ND,ND,"SAA, KWB",N,NA
20140702_SBI_ESP_10,20140702_SBI_ESP,7,2,2014,SBI,SBI,ESP,33.482528,-119.041599,7/2/2014 22:53,7/2/2014 23:03,ASSP,4501-41632,N,N,N,2,34,0,34,16.3,ND,23.3,134,ND,ND,"JAH, MGB",N,NA
20140707_SBI_SRO_03,20140707_SBI_SRO,7,7,2014,SBI,SBI,SRO,33.484214,-119.034674,7/7/2014 23:14,7/7/2014 23:15,ASSP,notbanded,N,N,N,3,32,0,32,13.9,ND,24.7,134,ND,ND,"JAH, MGB",Y,No bands
20140717_SBI_ESP_02,20140717_SBI_ESP,7,17,2014,SBI,SBI,ESP,33.482528,-119.041599,7/17/2014 21:45,7/17/2014 21:54,ASSP,4501-41491,N,N,N,1,34,0,34,14.2,ND,24.3,134,ND,ND,"JAH, EWW",N,NA
20140719_SBI_NTP_02,20140719_SBI_NTP,7,19,2014,SBI,SBI,NTP,33.480059,-119.028972,7/19/2014 22:26,7/19/2014 22:32,ASSP,4501-41121,N,N,N,1,32,0,32,14.5,ND,22.9,134,ND,ND,"EWW, GRK, CG",N,NA
20140821_SBI_AP_06,20140821_SBI_AP,8,21,2014,SBI,SBI,AP,33.487622,-119.028535,8/22/2014 0:44,8/22/2014 0:51,ASSP,4501-37843,N,N,N,5,32,0,32,14.6,ND,23.3,134,ND,ND,"EWW, SMC, CAC",N,NA
20150612_SBI_AP_11,20150612_SBI_AP,6,12,2015,SBI,SBI,AP,33.487622,-119.028535,6/12/2015 23:27,6/12/2015 23:34,ASSP,4501-41191,N,N,N,0,35,0,35,13,34.4,20.8,134,ND,ND,"AAY, DMM, GRK",N,NA
20180711_SCI_SR1_03,20180711_SCI_SR1,7,11,2018,SCI,SR,SR1,34.047666,-119.547674,7/11/2018 22:07,7/11/2018 22:19,ASSP,2461-05651,N,N,N,0,34,0,34,15.2,38,22,134,ND,ND,JAH,N,NA
20180711_SCI_SR1_23,20180711_SCI_SR1,7,11,2018,SCI,SR,SR1,34.047666,-119.547674,7/12/2018 1:42,7/12/2018 1:48,ASSP,2461-05670,N,N,N,0,35,0,35,14.4,37.6,23.8,134,ND,ND,JAH,N,NA
20180806_SCI_SR1_04,20180806_SCI_SR1,8,6,2018,SCI,SR,SR1,34.047666,-119.547674,8/6/2018 23:57,8/7/2018 0:09,ASSP,2461-03760,N,N,N,0,29,0,29,13.9,36.4,25.1,134,ND,ND,"AJD, DMM, CAC, JAH",N,NA
20150723_SBI_AP_15,20150723_SBI_AP,7,23,2015,SBI,SBI,AP,33.487622,-119.028535,7/24/2015 0:39,7/24/2015 0:49,ASSP,4501-37898,N,N,N,0,34,0,34,14.8,38.2,23,134,ND,ND,"JAH, MGB",N,NA
20150808_SBI_AP_01,20150808_SBI_AP,8,8,2015,SBI,SBI,AP,33.487622,-119.028535,8/8/2015 21:11,8/8/2015 21:19,ASSP,1971-02702,N,N,N,0,31,0,31,14.5,38.9,23.2,134,ND,ND,"JAH, MGB",N,NA
20150808_SBI_AP_13,20150808_SBI_AP,8,8,2015,SBI,SBI,AP,33.487622,-119.028535,8/9/2015 0:45,8/9/2015 0:50,ASSP,1971-02711,N,N,N,1,33,0,33,14.5,37.3,24.6,134,ND,ND,"JAH, MGB",N,NA
20160602_SBI_AP_05,20160602_SBI_AP,6,2,2016,SBI,SBI,AP,33.487622,-119.028535,6/2/2016 22:53,6/2/2016 23:01,ASSP,4501-41999,N,N,N,0,32,0,32,14.5,37.7,23.2,134,ND,ND,"JAH, AJB",N,NA
20160706_SBI_AP_10,20160706_SBI_AP,7,6,2016,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 22:32,7/6/2016 22:40,ASSP,7901-17050,N,N,N,1,34,0,34,13.8,38.3,22.8,134,ND,ND,"JAH, AJD",N,NA
20160707_SBI_ESP_06,20160707_SBI_ESP,7,7,2016,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:21,7/7/2016 22:40,ASSP,7901-17080,N,N,N,1,33,0,33,14.9,36.6,24.7,134,ND,ND,"AJD, JAH",N,NA
20170820_SCI_SR1_01,20170820_SCI_SR1,8,20,2017,SCI,SR,SR1,34.047666,-119.547674,8/20/2017 21:05,8/20/2017 21:13,ASSP,7901-17263,N,N,N,1,35,0,35,14.6,39.1,22.7,134,ND,ND,"AJD, CAC, PTL",N,NA
