catch_ID,session_ID,session_date,session_year,session_month,session_day,island_code,subisland_code,site_code,lat,long,capture_date,capture_year,capture_month,capture_day,capture_hour,capture_min,release_date,species,ind_code,band_no,recapture,replaced,diet,BP,uncorr_mass,mass_tare,mass_corr,culmen,skull_length,tarsus,wing,tail,sex,measurers,flagged,notes
2016-07-06_SBI_AP_21,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 22:59,2016,7,6,22,59,7/6/2016 23:27,ASSP,7901-17057,7901-17057,N,N,N,1,34,0,34,14.6,38.1,21.9,137,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_22,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 23:42,2016,7,6,23,42,7/6/2016 23:44,ASSP,7901-17058,7901-17058,N,N,N,0,32,0,32,14.4,38.1,23.7,137,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_23,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 23:44,2016,7,6,23,44,7/6/2016 23:57,ASSP,7901-17059,7901-17059,N,N,N,0,32,0,32,15.5,38.9,25.9,141,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_24,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 0:17,2016,7,7,0,17,7/7/2016 0:21,ASSP,7901-17060,7901-17060,N,N,N,0,33,0,33,14.1,36.5,23.4,135,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_25,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 0:25,2016,7,7,0,25,7/7/2016 0:37,ASSP,7901-17061,7901-17061,N,N,N,0,32,0,32,14.2,38,26.4,143,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_26,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 0:30,2016,7,7,0,30,7/7/2016 0:39,ASSP,7901-17062,7901-17062,N,N,N,3,32,0,32,14.1,36,27.5,135,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_27,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 0:52,2016,7,7,0,52,7/7/2016 0:56,ASSP,7901-17063,7901-17063,N,N,N,0,33,0,33,14.2,37.8,21.9,135,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_28,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 0:52,2016,7,7,0,52,7/7/2016 1:00,ASSP,7901-17065,7901-17065,N,N,N,2,34,0,34,15.2,36.8,26.5,142,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_29,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:03,2016,7,7,1,3,7/7/2016 1:16,ASSP,7901-17066,7901-17066,N,N,N,2,36,0,36,15.7,36.9,26.9,135,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_30,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:15,2016,7,7,1,15,7/7/2016 1:28,ASSP,7901-17067,7901-17067,N,N,N,0,35,0,35,15.8,39.5,23.1,140,ND,ND,"JAH, AJD",N,NA
2016-07-07_SBI_ESP_02,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:52,2016,7,8,0,52,7/8/2016 0:56,ASSP,7901-17067,7901-17067,Y,N,N,0,33,0,33,15.2,39.2,23.8,142,ND,ND,"AJD, JAH",N,NA
2016-07-06_SBI_AP_31,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:15,2016,7,7,1,15,7/7/2016 1:22,ASSP,7901-17068,7901-17068,N,N,N,0,34,0,34,14.8,38.9,23.8,140,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_32,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:15,2016,7,7,1,15,7/7/2016 1:28,ASSP,7901-17069,7901-17069,N,N,N,0,33,0,33,14.5,36.5,23,139,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_33,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:30,2016,7,7,1,30,7/7/2016 1:37,ASSP,7901-17070,7901-17070,N,N,N,0,39,0,39,14.5,39.8,24.1,142,ND,ND,"JAH, AJD",N,NA
2016-07-12_SBI_ESP_04,2016-07-12_SBI_ESP,7/12/2016,2016,7,12,SBI,SBI,ESP,33.482528,-119.041599,7/13/2016 1:46,2016,7,13,1,46,7/13/2016 1:51,ASSP,7901-17070,7901-17070,Y,N,N,0,36,0,36,16.2,37.9,23.1,145,ND,ND,"AJD, JAH",N,NA
2016-07-06_SBI_AP_34,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:31,2016,7,7,1,31,7/7/2016 1:45,ASSP,7901-17071,7901-17071,N,N,N,3,32,0,32,14.8,39.6,25.2,140,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_35,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:42,2016,7,7,1,42,7/7/2016 1:46,ASSP,7901-17072,7901-17072,N,N,N,2,38,0,38,14.3,39.3,24.2,142,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_36,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:48,2016,7,7,1,48,7/7/2016 2:00,ASSP,7901-17073,7901-17073,N,N,N,0,31,0,31,15.5,39,26.1,141,ND,ND,"JAH, AJD",N,NA
2016-07-06_SBI_AP_37,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/7/2016 1:54,2016,7,7,1,54,7/7/2016 2:02,ASSP,7901-17074,7901-17074,N,N,N,0,32,0,32,13.6,38.3,24.3,135,ND,ND,"JAH, AJD",N,NA
2016-07-07_SBI_ESP_03,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 21:32,2016,7,7,21,32,7/7/2016 21:40,ASSP,7901-17075,7901-17075,N,N,N,0,33,0,33,15.3,39.1,24.3,135,ND,ND,"AJD, JAH",N,NA
2018-07-07_SBI_ESP_34,2018-07-07_SBI_ESP,7/7/2018,2018,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2018 23:58,2018,7,7,23,58,7/8/2018 0:02,ASSP,7901-17075,7901-17075,Y,N,N,3,36,0,36,15.3,38.7,23.5,138,ND,ND,"JAH, JOV",N,NA
2016-07-07_SBI_ESP_04,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 21:40,2016,7,7,21,40,7/7/2016 21:58,ASSP,7901-17076,7901-17076,N,N,N,0,31,0,31,13.5,37.2,22.6,139,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_05,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 21:58,2016,7,7,21,58,7/7/2016 22:15,ASSP,7901-17077,7901-17077,N,N,N,0,33,0,33,15.9,38.5,25.2,140,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_06,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 21:59,2016,7,7,21,59,7/7/2016 22:05,ASSP,7901-17078,7901-17078,N,N,N,0,33,0,33,14.3,38.8,23.7,140,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_07,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:15,2016,7,7,22,15,7/7/2016 22:20,ASSP,7901-17079,7901-17079,N,N,N,3,35,0,35,14.3,38.2,23.4,143,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_08,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:21,2016,7,7,22,21,7/7/2016 22:40,ASSP,7901-17080,7901-17080,N,N,N,1,33,0,33,14.9,36.6,24.7,134,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_09,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:33,2016,7,7,22,33,7/7/2016 23:38,ASSP,7901-17081,7901-17081,N,N,N,0,31,0,31,14.1,38.3,23.5,137,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_10,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:40,2016,7,7,22,40,7/7/2016 22:55,ASSP,7901-17082,7901-17082,N,N,N,1,31,0,31,15.6,37.9,25.1,141,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_11,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:33,2016,7,7,22,33,7/7/2016 22:51,ASSP,7901-17083,7901-17083,N,N,N,0,31,0,31,14.4,36.5,24.3,139,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_12,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:40,2016,7,7,22,40,7/7/2016 22:56,ASSP,7901-17084,7901-17084,N,N,N,0,34,0,34,14.1,37,23.5,140,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_13,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:40,2016,7,7,22,40,7/7/2016 23:02,ASSP,7901-17085,7901-17085,N,N,N,0,34,0,34,15.3,38.1,26.4,140,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_14,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:57,2016,7,7,22,57,7/7/2016 23:06,ASSP,7901-17086,7901-17086,N,N,N,2,34,0,34,14.9,37.4,26.2,144,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_15,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 22:40,2016,7,7,22,40,7/7/2016 23:10,ASSP,7901-17087,7901-17087,N,N,N,0,34,0,34,14.8,39.9,23.8,137,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_16,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 23:05,2016,7,7,23,5,7/7/2016 23:16,ASSP,7901-17088,7901-17088,N,N,N,1,32,0,32,14.8,37.4,25.5,142,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_17,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 23:05,2016,7,7,23,5,7/7/2016 23:17,ASSP,7901-17089,7901-17089,N,N,N,0,33,0,33,14.1,38.4,24,143,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_18,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 23:36,2016,7,7,23,36,7/7/2016 23:55,ASSP,7901-17090,7901-17090,N,N,N,0,32,0,32,14.3,38.3,24.5,136,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_19,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 23:40,2016,7,7,23,40,7/7/2016 23:48,ASSP,7901-17091,7901-17091,N,N,N,3,33,0,33,13.7,38.1,24,139,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_20,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/7/2016 23:55,2016,7,7,23,55,7/8/2016 0:07,ASSP,7901-17092,7901-17092,N,N,N,3,34,0,34,14.7,36.4,22.3,139,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_21,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:11,2016,7,8,0,11,7/8/2016 0:25,ASSP,7901-17093,7901-17093,N,N,N,3,35,0,35,14.7,37,22.6,139,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_22,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:42,2016,7,8,0,42,7/8/2016 0:48,ASSP,7901-17094,7901-17094,N,N,N,2,30,0,30,14,37.9,22.1,137,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_23,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:46,2016,7,8,0,46,7/8/2016 0:52,ASSP,7901-17095,7901-17095,N,N,N,2,32,0,32,15.2,36.8,23.5,142,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_24,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:57,2016,7,8,0,57,7/8/2016 1:12,ASSP,7901-17096,7901-17096,N,N,N,0,33,0,33,15.4,38,24.9,144,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_25,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 0:57,2016,7,8,0,57,7/8/2016 1:10,ASSP,7901-17097,7901-17097,N,N,N,0,33,0,33,13.7,38.4,23,142,ND,ND,"AJD, JAH",N,NA
2016-07-07_SBI_ESP_26,2016-07-07_SBI_ESP,7/7/2016,2016,7,7,SBI,SBI,ESP,33.482528,-119.041599,7/8/2016 1:10,2016,7,8,1,10,7/8/2016 1:17,ASSP,7901-17098,7901-17098,N,N,N,0,31,0,31,14.7,38.6,23.7,141,ND,ND,"AJD, JAH",N,NA
2016-07-06_SBI_AP_38,2016-07-06_SBI_AP,7/6/2016,2016,7,6,SBI,SBI,AP,33.487622,-119.028535,7/6/2016 22:49,2016,7,6,22,49,7/6/2016 23:37,ASSP,7901-17099,7901-17099,N,N,N,2,36,0,36,15.2,38.2,27.4,145,ND,ND,"JAH, AJD",N,NA
2016-06-02_SBI_AP_20,2016-06-02_SBI_AP,6/2/2016,2016,6,2,SBI,SBI,AP,33.487622,-119.028535,6/3/2016 1:55,2016,6,3,1,55,6/3/2016 2:13,ASSP,7901-17100,7901-17100,N,N,N,3,38,0,38,12.9,37.2,22.5,142,ND,ND,"JAH, AJB",N,NA
2016-06-02_SCI_SR_07,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/2/2016 22:57,2016,6,2,22,57,6/2/2016 23:03,ASSP,7901-17101,7901-17101,N,N,N,1,38,0,38,12.6,36.1,25.1,140,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_08,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/2/2016 23:19,2016,6,2,23,19,6/2/2016 23:26,ASSP,7901-17102,7901-17102,N,N,N,1,34,0,34,14.7,38.1,22.7,140,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_09,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/2/2016 23:25,2016,6,2,23,25,6/2/2016 23:33,ASSP,7901-17103,7901-17103,N,N,N,3,39,0,39,15.4,37.5,23.1,140,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_10,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 0:01,2016,6,3,0,1,6/3/2016 0:08,ASSP,7901-17104,7901-17104,N,N,N,3,37,0,37,14.4,37.1,24.1,145,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_11,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/2/2016 23:54,2016,6,2,23,54,6/3/2016 0:15,ASSP,7901-17105,7901-17105,N,N,N,0,32,0,32,14.1,38.4,22.4,142,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_12,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 0:12,2016,6,3,0,12,6/3/2016 0:27,ASSP,7901-17106,7901-17106,N,N,N,1,36,0,36,14,36,24.6,142,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_13,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 0:27,2016,6,3,0,27,6/3/2016 0:38,ASSP,7901-17107,7901-17107,N,N,N,1,36,0,36,14.7,37.9,24.6,142,ND,ND,"CAC, DMM, PTL",N,NA
2016-07-06_SCI_SR_03,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/7/2016 0:30,2016,7,7,0,30,7/7/2016 0:38,ASSP,7901-17108,7901-17108,Y,N,N,2,39,0,39,13.6,36.7,25.1,140,ND,ND,"CAC, PTL",N,NA
2016-06-02_SCI_SR_14,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 0:33,2016,6,3,0,33,6/3/2016 0:41,ASSP,7901-17108,7901-17108,N,N,N,0,39,0,39,15.2,36.7,25.4,144,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_15,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 0:45,2016,6,3,0,45,6/3/2016 0:53,ASSP,7901-17109,7901-17109,N,N,N,1,36,0,36,13.5,36.7,23.5,138,ND,ND,"CAC, DMM, PTL",N,NA
2016-07-06_SCI_SR_04,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/6/2016 21:57,2016,7,6,21,57,7/6/2016 22:00,ASSP,7901-17109,7901-17109,Y,N,N,0,35,0,35,13.9,37.9,21.2,141,ND,ND,"CAC, PTL",N,NA
2016-07-06_SCI_SR_05,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/7/2016 0:38,2016,7,7,0,38,7/7/2016 0:41,ASSP,7901-17109,7901-17109,SNR,N,N,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,"CAC, PTL",N,Same night recapture
2016-06-02_SCI_SR_16,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:06,2016,6,3,1,6,6/3/2016 1:05,ASSP,7901-17110,7901-17110,N,N,N,0,33,0,33,14.5,37.4,21.6,138,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_17,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:09,2016,6,3,1,9,6/3/2016 1:16,ASSP,7901-17111,7901-17111,N,N,N,2,34,0,34,15.4,36.9,23.3,140,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_18,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:32,2016,6,3,1,32,6/3/2016 1:39,ASSP,7901-17112,7901-17112,N,N,N,2,39,0,39,14.1,37.1,21.8,141,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_19,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:21,2016,6,3,1,21,6/3/2016 1:43,ASSP,7901-17113,7901-17113,N,N,N,1,34,0,34,14.2,37.2,21.6,139,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_20,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:33,2016,6,3,1,33,6/3/2016 1:45,ASSP,7901-17114,7901-17114,N,N,N,3,39,0,39,14.3,35.6,25.4,143,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-02_SCI_SR_21,2016-06-02_SCI_SR,6/2/2016,2016,6,2,SCI,SR,SR,34.047666,-119.547674,6/3/2016 1:45,2016,6,3,1,45,6/3/2016 1:57,ASSP,7901-17115,7901-17115,N,N,N,3,33,0,33,14.3,36.7,22,136,ND,ND,"CAC, DMM, PTL",N,NA
2016-06-03_SCI_SR_02,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 21:23,2016,6,3,21,23,6/3/2016 21:28,ASSP,7901-17116,7901-17116,N,N,N,0,32,0,32,14.6,27.7,20.6,140,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_03,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 21:56,2016,6,3,21,56,6/3/2016 22:01,ASSP,7901-17117,7901-17117,N,N,N,3,34,0,34,15.6,37.2,25.6,143,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_04,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 22:07,2016,6,3,22,7,6/3/2016 22:12,ASSP,7901-17118,7901-17118,N,N,N,0,39,0,39,15.5,38.6,23.8,147,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_05,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 22:56,2016,6,3,22,56,6/3/2016 23:04,ASSP,7901-17119,7901-17119,N,N,N,0,34,0,34,14.7,38,25.8,141,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_06,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 23:13,2016,6,3,23,13,6/3/2016 23:20,ASSP,7901-17120,7901-17120,N,N,N,2,36,0,36,14.8,38.1,21,139,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_07,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 23:33,2016,6,3,23,33,6/3/2016 23:38,ASSP,7901-17121,7901-17121,N,N,N,2,38,0,38,14.4,36.6,23.1,145,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_08,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/3/2016 23:48,2016,6,3,23,48,6/3/2016 23:54,ASSP,7901-17122,7901-17122,N,N,N,3,38,0,38,14.2,35.2,25,140,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_09,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 0:02,2016,6,4,0,2,6/4/2016 0:08,ASSP,7901-17123,7901-17123,N,N,N,3,38,0,38,15.3,36.8,26.2,144,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_10,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 0:15,2016,6,4,0,15,6/4/2016 0:24,ASSP,7901-17124,7901-17124,N,N,N,3,35,0,35,13,37.6,25.5,140,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_11,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 0:26,2016,6,4,0,26,6/4/2016 0:35,ASSP,7901-17125,7901-17125,N,N,N,2,38,0,38,15.2,38.2,21.1,139,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_12,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 0:43,2016,6,4,0,43,6/4/2016 0:50,ASSP,7901-17126,7901-17126,N,N,N,0,39,0,39,14.7,36,26.5,143,ND,ND,"CAC, DMM",N,NA
2016-07-30_SCI_SR_01,2016-07-30_SCI_SR,7/30/2016,2016,7,30,SCI,SR,SR,34.047666,-119.547674,7/31/2016 0:14,2016,7,31,0,14,7/31/2016 0:22,ASSP,7901-17126,7901-17126,Y,N,N,1,36,0,36,14.7,39.5,24.3,144,ND,ND,"AJD, JAH",N,NA
2016-06-03_SCI_SR_13,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 0:56,2016,6,4,0,56,6/4/2016 1:01,ASSP,7901-17127,7901-17127,N,N,N,2,35,0,35,14.1,37.2,21.9,145,ND,ND,"CAC, DMM",N,NA
2016-06-03_SCI_SR_14,2016-06-03_SCI_SR,6/3/2016,2016,6,3,SCI,SR,SR,34.047666,-119.547674,6/4/2016 1:36,2016,6,4,1,36,6/4/2016 1:40,ASSP,7901-17128,7901-17128,N,N,N,0,33,0,33,13.5,36.1,25.7,140,ND,ND,"CAC, DMM",N,NA
2016-07-06_SCI_SR_06,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/6/2016 21:37,2016,7,6,21,37,7/6/2016 21:46,ASSP,7901-17129,7901-17129,N,N,N,0,35,0,35,15.1,35.7,23,137,ND,ND,"CAC, PTL",N,NA
2016-07-06_SCI_SR_07,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/6/2016 22:14,2016,7,6,22,14,7/6/2016 22:33,ASSP,7901-17130,7901-17130,N,N,N,1,34,0,34,14.1,37.1,22,141,ND,ND,"CAC, PTL",N,NA
2016-07-06_SCI_SR_08,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/6/2016 22:18,2016,7,6,22,18,7/6/2016 22:37,ASSP,7901-17131,7901-17131,N,N,N,4,39,0,39,13.6,37.7,23.3,139,ND,ND,"CAC, PTL",N,NA
2016-07-06_SCI_SR_09,2016-07-06_SCI_SR,7/6/2016,2016,7,6,SCI,SR,SR,34.047666,-119.547674,7/6/2016 22:40,2016,7,6,22,40,7/6/2016 22:46,ASSP,7901-17132,7901-17132,N,N,N,1,40,0,40,14.5,38.6,23.2,142,ND,ND,"CAC, PTL",N,NA
2016-07-30_SCI_SR_02,2016-07-30_SCI_SR,7/30/2016,2016,7,30,SCI,SR,SR,34.047666,-119.547674,7/30/2016 22:47,2016,7,30,22,47,7/30/2016 23:03,ASSP,7901-17132,7901-17132,Y,N,N,0,32,0,32,14.5,37.4,23.7,143,ND,ND,"AJD, JAH",N,NA
